Eh	I	EH
hommes	Nc	HOMME
qui	Pr	QUI
sont	Vuc	ÊTRE
montés	Ge	MONTER
dans	S	DANS
la	Da	LE
voiture	Nc	VOITURE
à	S	À
quelques	Di	QUELQUE
lieues	Nc	LIEUE
de	S	DE
ce	Dd	CE
Village	Nc	VILLAGE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
maintenant	Rg	MAINTENANT
font	Vvc	FAIRE
la	Da	LE
route	Nc	ROUTE
avec	S	AVEC
nous	Pp	NOUS
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
encore	Rg	ENCORE
de	S	DE
nous	Pp	NOUS
qu'	Cs	QUE
on	Pp	ON
parle	Vvc	PARLER
.	Fs	.
Écoutons	Nc	Écoutons
.	Fs	.
Ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
s'	Pp	SE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
vous	Pp	VOUS
dire	Vvn	DIRE
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
en	Pp	EN
pense	Vvc	PENSER
,	Fw	,
je	Pp	JE
croirais	Vvc	CROIRE
,	Fw	,
à	S	À
la	Da	LE
coupe	Nc	COUPE|COUPÉ
mesquine	Ag	MESQUIN
de	S	DE
leurs	Ds	LEUR
habits	Nc	HABIT|HABITS
,	Fw	,
que	Cs	QUE
ce	Pd	CE
sont	Vuc	ÊTRE
des	Dn	UN
aventuriers	Nc	AVENTURIER
.	Fs	.
La	Da	LE
coupe	Nc	COUPE|COUPÉ
de	S	DE
leurs	Ds	LEUR
cheveux	Nc	CHEVEU|CHEVEUX
me	Pp	JE
donne	Vvc	DONNER
la	Da	LE
même	Ag	MÊME
idée	Nc	IDÉE
.	Fs	.
Pour	S	POUR
moi	Pp	JE
,	Fw	,
Messieurs	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
ce	Pd	CE
sont	Vuc	ÊTRE
des	Dn	UN
écornifleurs	Nc	ÉCORNIFLEUR
ou	Cc	OU
des	S+Da	DE+LE|DE+LES
piqueurs	Nc	PIQUEUR
d'	S	DE
assiette	Nc	ASSIETTE
.	Fs	.
Qu'	Cs	QUE
en	Pp	EN
pense	Vvc	PENSER
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
?	Fs	?
Puisque	Cs	PUISQUE
vous	Pp	VOUS
m'	Pp	JE
interrogez	Vvc	INTERROGER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
je	Pp	JE
ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
pas	Rg	PAS
qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
sûr	Ag	SÛR
de	S	DE
voyager	Vvn	VOYAGER
avec	S	AVEC
eux	Pp	EUX
.	Fs	.
L'	Da	LE
un	Di	UN
deux	Nc	DEUX
cependant	Rg	CEPENDANT
a	S	À
l'	Da	LE
air	Nc	AIR
assez	Rg	ASSEZ
distingué	Ge	DISTINGUER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
possible	Ag	POSSIBLE
:	Fw	:
je	Pp	JE
les	Pp	ILS
ai	Vuc	AVOIR
peu	Rg	PEU
regardés	Ge	REGARDER
;	Fw	;
mais	Cc	MAIS
l'	Da	LE
autre	Pi	AUTRE
a	Vuc	AVOIR
bien	Rg	BIEN
mauvaise	Ag	MAUVAIS
mine	Nc	MINE
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
moi	Pp	JE
.	Fs	.
L'	Da	LE
un	Pi	UN
a	S	À
les	Da	LE
traits	Nc	TRAIT|TRAITS
fort	Rg	FORT
nobles	Ag	NOBLE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
.	Fs	.
Soit	Vuc	ÊTRE
:	Fw	:
mais	Cc	MAIS
l'	Da	LE
autre	Pi	AUTRE
a	S	À
la	Da	LE
figure	Nc	FIGURE|FIGURÉ
patibulaire	Ag	PATIBULAIRE
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
moi	Pp	JE
.	Fs	.
L'	Da	LE
un	Pi	UN
s'	Pp	SE
exprime	Vvc	EXPRIMER
en	S	EN
termes	Nc	TERME
choisis	Vvc	CHOISIR
et	Cc	ET
élégants	Ag	ÉLÉGANT
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
.	Fs	.
L'	Da	LE
autre	Pi	AUTRE
n'	Rp	NE
a	Vuc	AVOIR
que	Rg	QUE
des	Dn	UN
manières	Nc	MANIÈRE
de	S	DE
parler	Vvn	PARLER
basses	Ag	BAS
et	Cc	ET
triviales	Ag	TRIVIAL
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
moi	Pp	JE
.	Fs	.
L'	Da	LE
un	Pi	UN
parait	Vvc	PARAÎTRE|PARER
être	Vun	ÊTRE
un	Dn	UN
gentilhomme	Nc	GENTILHOMME
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
.	Fs	.
L'	Da	LE
autre	Pi	AUTRE
a	S	À
l'	Da	LE
air	Nc	AIR
d'	S	DE
un	Dn	UN
méchant	Ag	MÉCHANT
valet	Nc	VALET
.	Fs	.
Morbleu	Nc	Morbleu
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
moi	Pp	JE
.	Fs	.
Messieurs	Nc	MONSIEUR
,	Fw	,
il	Pp	IL
me	Pp	JE
vient	Vvc	VENIR
une	Dn	UN
idée	Nc	IDÉE
qui	Pr	QUI
vous	Pp	VOUS
surprendra	Vvc	SURPRENDRE
peut	Vvc	POUVOIR
être	Vun	ÊTRE
,	Fw	,
mais	Cc	MAIS
qui	Pr	QUI
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
sans	S	SANS
vraisemblance	Nc	VRAISEMBLANCE
.	Fs	.
Ils	Pp	ILS
ont	Vuc	AVOIR
dit	Ge	DIRE
qu'	Cs	QUE
ils	Pp	ILS
venaient	Vvc	VENIR
d'	S	DE
être	Vun	ÊTRE
arrêtés	Ge	ARRÊTER
par	S	PAR
des	Dn	UN
voleurs	Nc	VOLEUR
,	Fw	,
lorsqu'	Cs	LORSQUE
ils	Pp	ILS
ont	Vuc	AVOIR
pris	Ge	PRENDRE
la	Da	LE
diligence	Nc	DILIGENCE
:	Fw	:
ils	Pp	ILS
étaient	Vuc	ÊTRE
à	S	À
pied	Nc	PIED
,	Fw	,
ils	Pp	ILS
avaient	Vuc	AVOIR
l'	Da	LE
air	Nc	AIR
tout	Rg	TOUT
effaré	Ge	EFFARER
:	Fw	:
s'	Cs	SI
ils	Pp	ILS
étaient	Vuc	ÊTRE
les	Da	LE
voleurs	Nc	VOLEUR
eux-mêmes	Pp	EUX-MÊME
,	Fw	,
et	Cc	ET
s'	Cs	SI
ils	Pp	ILS
n'	Rp	NE
avaient	Vuc	AVOIR
gagné	Ge	GAGNER
notre	Ds	NOTRE
voiture	Nc	VOITURE
que	Cs	QUE
pour	S	POUR
éviter	Vvn	ÉVITER
la	Da	LE
Maréchaussée	Nc	Maréchaussée
,	Fw	,
ou	Cc	OU
pour	S	POUR
nous	Pp	NOUS
égorger	Vvn	ÉGORGER
cette	Dd	CE
nuit	Nc	NUIT
.	Fs	.
Morbleu	Nc	Morbleu
!	Fs	!
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
faites	Vvc	FAIRE
trembler	Vvn	TREMBLER
!	Fs	!
Quelqu'accoutumé	Vvc	Quelqu'accoutumé
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
soit	Vuc	ÊTRE
au	S+Da	À+LE
feu	Nc	FEU
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
désagréable	Ag	DÉSAGRÉABLE
de	S	DE
se	Pp	IL
trouver	Vvn	TROUVER
avec	S	AVEC
ces	Dd	CE
gens	Nc	GENS|GENT
qui	Pr	QUI
...	Fs	...
Ils	Vvc	Ils
veulent	Vvc	VOULOIR
peut-être	Rg	PEUT-ÊTRE
nous	Pp	NOUS
dépouiller	Vvn	DÉPOUILLER
.	Fs	.
Et	Cc	ET
nous	Pp	NOUS
couper	Vvn	COUPER
ensuite	Rg	ENSUITE
la	Da	LE
jugulaire	Nc	JUGULAIRE
.	Fs	.
Heureusement	Rg	HEUREUSEMENT
que	Cs	QUE
je	Pp	JE
sais	Vvc	SAVOIR
un	Dn	UN
peu	Rg	PEU
manier	Vvn	MANIER
le	Da	LE
fer	Nc	FER
,	Fw	,
et	Cc	ET
que	Rg	QUE
...	Fs	...
Il	Vvc	Il
se	Pp	IL
peut	Vvc	POUVOIR
bien	Rg	BIEN
que	Cs	QUE
l'	Da	LE
un	Pi	UN
des	S+Da	DE+LE|DE+LES
deux	Nc	DEUX
soit	Vuc	ÊTRE
un	Dn	UN
voleur	Nc	VOLEUR
;	Fw	;
mais	Cc	MAIS
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
Messieurs	Nc	MONSIEUR
,	Fw	,
quelle	Dt	QUEL
apparence	Nc	APPARENCE
qu'	Cs	QUE
avec	S	AVEC
cet	Dd	CE
air	Nc	AIR
,	Fw	,
ce	Dd	CE
port	Nc	PORT
,	Fw	,
et	Cc	ET
ces	Dd	CE
manières	Nc	MANIÈRE
...	Fs	...
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
quelquefois	Rg	QUELQUEFOIS
de	S	DE
ces	Dd	CE
coquins	Nc	COQUIN
,	Fw	,
qui	Pr	QUI
ont	Vuc	AVOIR
très	Rg	TRÈS
bonne	Ag	BON
mine	Nc	MINE
,	Fw	,
et	Cc	ET
celui	Pd	CELUI
-la	Vvc	-la
est	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
le	Da	LE
Capitaine	Nc	CAPITAINE
de	S	DE
la	Da	LE
troupe	Nc	TROUPE
...	Fs	...
.	Fs	.
Ceci	Pd	CECI
est	Vuc	ÊTRE
trop	Rg	TROP
fort	Rg	FORT
pour	S	POUR
n'	Rp	NE
en	Pp	EN
pas	Rg	PAS
rire	Vvn	RIRE
,	Fw	,
avançons	Vvc	AVANCER
.	Fs	.
À	Vvc	À
la	Da	LE
Présidente	Nc	Présidente
.	Fs	.
Tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
se	Pp	IL
lève	Vvc	LEVER
.	Fs	.
Vous	Pp	VOUS
allez	Vvc	ALLER
un	Dn	UN
peu	Rg	PEU
vite	Rg	VITE
dans	S	DANS
vos	Ds	VOTRE
jugements	Nc	JUGEMENT
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
.	Fs	.
Eh	I	EH
quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
avez	Vuc	AVOIR
entendu	Ge	ENTENDRE
!	Fs	!
...	Fs	...
À	Nc	À
part	Nc	PART
.	Fs	.
La	Da	LE
Baronne	Nc	BARON|BARONNE
avait	Vuc	AVOIR
raison	Nc	RAISON
,	Fw	,
cet	Dd	CE
homme	Nc	HOMME
a	Vuc	AVOIR
l'	Da	LE
air	Nc	AIR
tout-à-fait	Nc	tout-à-fait
noble	Ag	NOBLE
.	Fs	.
Oui	Rg	OUI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
je	Pp	JE
viens	Vvc	VENIR
vous	Pp	VOUS
remercier	Vvn	REMERCIER
de	S	DE
la	Da	LE
bonne	Ag	BON
opinion	Nc	OPINION
que	Pr	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
de	S	DE
moi	Pp	JE
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
donc	Rg	DONC
un	Dn	UN
capitaine	Nc	CAPITAINE
de	S	DE
voleurs	Nc	VOLEUR
à	S	À
votre	Ds	VOTRE
compte	Nc	COMPTE
.	Fs	.
Nous	Pp	NOUS
avons	Vuc	AVOIR
donc	Rg	DONC
la	Da	LE
figure	Nc	FIGURE|FIGURÉ
patibulaire	Ag	PATIBULAIRE
?	Fs	?
Quant	Ga	Quant
à	S	À
vous	Pp	VOUS
,	Fw	,
je	Pp	JE
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
dédis	Vvc	DÉDIRE
pas	Rg	PAS
.	Fs	.
Oui	Rg	OUI
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
tout-à-fait	Nc	tout-à-fait
l'	Da	LE
air	Nc	AIR
,	Fw	,
d'	S	DE
un	Dn	UN
malfaiteur	Nc	MALFAITEUR
.	Fs	.
Quant	Ga	Quant
à	S	À
votre	Ds	VOTRE
camarade	Nc	CAMARADE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
autre	Ag	AUTRE
chose	Nc	CHOSE
:	Fw	:
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
avais	Vuc	AVOIR
pas	Rg	PAS
bien	Rg	BIEN
regardé	Ge	REGARDER
,	Fw	,
et	Cc	ET
je	Pp	JE
trouve	Vvc	TROUVER
À	Nc	À
part	Nc	PART
.	Fs	.
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
fait	Ge	FAIRE
à	S	À
peindre	Vvn	PEINDRE
.	Fs	.
Eh	I	EH
parbleu	I	PARBLEU
!	Fs	!
Messieurs	Nc	MONSIEUR
,	Fw	,
il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
pas	Rg	PAS
tant	Rg	TANT
de	S	DE
beurre	Nc	BEURRE|BEURRÉ
pour	S	POUR
un	Dn	UN
quarteron	Nc	QUARTERON
.	Fs	.
Voulez	Vvc	VOULOIR
-vous	Nc	-vous
nous	Pp	NOUS
mettre	Vvn	METTRE
l'	Da	LE
esprit	Nc	ESPRIT
en	S	EN
repos	Nc	REPOS
?	Fs	?
Vous	Pp	VOUS
n'	Rp	NE
avez	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
nous	Pp	NOUS
dire	Vvn	DIRE
qui	Pr	QUI
vous	Pp	VOUS
êtes	Vuc	ÊTRE
.	Fs	.
Sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
quel	Dt	QUEL
est	Vuc	ÊTRE
votre	Ds	VOTRE
état	Nc	ÉTAT
?	Fs	?
De	S	DE
quelle	Dt	QUEL
profession	Nc	PROFESSION
êtes	Vuc	ÊTRE
-vous	Nc	-vous
?	Fs	?
Apprenez-nous	Vvc	Apprenez-nous
quel	Dt	QUEL
métier	Nc	MÉTIER
vous	Pp	VOUS
faites	Vvc	FAIRE
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
Amusons-nous	Vvc	Amusons-nous
de	S	DE
ces	Dd	CE
gens	Nc	GENS|GENT
-ci	Ag	-ci
.	Fs	.
Haut	Nc	HAUT
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
vous	Pp	VOUS
satisfaire	Vvn	SATISFAIRE
.	Fs	.
Vous	Pp	VOUS
me	Pp	JE
paraissez	Vvc	PARAÎTRE
,	Fw	,
Mesdames	Vvc	Mesdames
,	Fw	,
être	Vun	ÊTRE
d'	S	DE
un	Dn	UN
sang	Nc	SANG
illustre	Ag	ILLUSTRE
;	Fw	;
et	Cc	ET
vous	Pp	VOUS
,	Fw	,
Messieurs	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
ressemblez	Vvc	RESSEMBLER
sort	Nc	SORT
à	S	À
de	Dn	UN
grands	Ag	GRAND
Seigneurs	Nc	SEIGNEUR
.	Fs	.
Pour	S	POUR
moi	Pp	JE
,	Fw	,
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
pas	Rg	PAS
cet	Dd	CE
avantage	Nc	AVANTAGE
;	Fw	;
je	Pp	JE
suis	Vuc	ÊTRE
depuis	S	DEPUIS
longtemps	Rg	LONGTEMPS
chez	S	CHEZ
une	Dn	UN
Dame	Nc	DAME
,	Fw	,
en	S	EN
qualité	Nc	QUALITÉ
d'	S	DE
Intendant	Ga	Intendant
,	Fw	,
et	Cc	ET
Monsieur	Nc	MONSIEUR
que	Pr	QUE
voilà	I	VOILÀ
.	Fs	.
Montrant	Ga	MONTRER
Moron	Nc	Moron
.	Fs	.
remplit	Vvc	REMPLIR
dans	S	DANS
la	Pp	IL
,	Fw	,
cuisine	Nc	CUISINE
l'	Da	LE
office	Nc	OFFICE
de	S	DE
Marmiton	Nc	MARMITON
.	Fs	.
Un	Dn	UN
Intendant	Nc	INTENDANT
et	Cc	ET
un	Dn	UN
Marmiton	Nc	MARMITON
!	Fs	!
Voilà	Vvc	Voilà
la	Da	LE
réponse	Nc	RÉPONSE
à	S	À
votre	Ds	VOTRE
quesiion	Nc	quesiion
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Baronne	Vvc	BARONNER
.	Fs	.
Je	Pp	JE
pense	Vvc	PENSER
bien	Rg	BIEN
que	Cs	QUE
ni	Cc	NI
vous	Pp	VOUS
ni	Cc	NI
moi	Pp	JE
,	Fw	,
n'	Rp	NE
aurons	Vuc	AVOIR
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
souper	Nc	SOUPER
avec	S	AVEC
ces	Dd	CE
personnages	Nc	PERSONNAGE
.	Fs	.
Plusieurs	Di	PLUSIEURS
domestiques	Ag	DOMESTIQUE
entrent	Vvc	ENTRER
et	Cc	ET
sortent	Vvc	SORTIR
pendant	S	PENDANT
cette	Dd	CE
scène	Nc	SCÈNE
,	Fw	,
et	Cc	ET
mettent	Vvc	METTRE
le	Da	LE
souper	Nc	SOUPER
sur	S	SUR
ta	Ds	TON
table	Nc	TABLE
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
Quel	Dt	QUEL
dommage	Nc	DOMMAGE
qu'	Pr	QUE
il	Pp	IL
ne	Rp	NE
soit	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
Intendant	Nc	INTENDANT
.	Fs	.
Haut	Nc	HAUT
.	Fs	.
Il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
pas	Rg	PAS
apparence	Nc	APPARENCE
que	Cs	QUE
ces	Dd	CE
Messieurs	Nc	MONSIEUR
veuillent	Vvc	VOULOIR
non	Rg	NON
plus	Rg	PLUS
avoir	Vun	AVOIR
cet	Dd	CE
honneur	Nc	HONNEUR
.	Fs	.
Oh	I	OH
!	Fs	!
Non	Rg	NON
certainement	Rg	CERTAINEMENT
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Présidente	Vvc	Présidente
.	Fs	.
Liberté	Vvc	Liberté
entière	Ag	ENTIER
,	Fw	,
Mesdames	Vvc	Mesdames
,	Fw	,
liberté	Nc	LIBERTÉ
entière	Ag	ENTIER
:	Fw	:
elle	Pp	IL
est	Vuc	ÊTRE
le	Da	LE
charme	Nc	CHARME
des	S+Da	DE+LE|DE+LES
voyages	Nc	VOYAGE
.	Fs	.
Quant	Ga	Quant
à	S	À
moi	Pp	JE
,	Fw	,
Mesdames	Vvc	Mesdames
,	Fw	,
vous	Pp	VOUS
permettrez	Vvc	PERMETTRE
que	Cs	QUE
j'	Pp	JE
y	Pp	Y
soupe	Vvc	SOUPER
,	Fw	,
et	Cc	ET
tout	Pi	TOUT
à	S	À
l'	Da	LE
heure	Nc	HEURE|HURE
même	Ag	MÊME
,	Fw	,
je	Pp	JE
ne	Rp	NE
viens	Vvc	VENIR
ici	Rg	ICI
que	Cs	QUE
pour	S	POUR
cela	Pd	CELA
.	Fs	.
Eh	I	EH
quoi	Pt	QUE|QUOI
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
avec	S	AVEC
un	Dn	UN
intendant	Nc	INTENDANT
!	Fs	!
Et	Cc	ET
pourquoi	Rt	POURQUOI
pas	Rg	PAS
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
prie	Vvc	PRIER
?	Fs	?
J'	Pp	JE
aime	Vvc	AIMER
bien	Rg	BIEN
mieux	Rg	MIEUX
souper	Vvn	SOUPER
avec	S	AVEC
un	Dn	UN
intendant	Nc	INTENDANT
,	Fw	,
qu'	Cs	QUE
avec	S	AVEC
certains	Di	CERTAIN
grands	Ag	GRAND
Seigneurs	Nc	SEIGNEUR
et	Cc	ET
certaines	Di	CERTAIN
Baronnes	Nc	BARON|BARONNE
qui	Pr	QUI
...	Fs	...
Il	Vvc	Il
se	Pp	IL
fâche	Vvc	FÂCHER
,	Fw	,
notre	Ds	NOTRE
cher	Ag	CHER
camarade	Nc	CAMARADE
!	Fs	!
La	Da	LE
moutarde	Nc	MOUTARDE
lui	Pp	IL
monte	Vvc	MONTER
au	S+Da	À+LE
nez	Nc	NEZ
.	Fs	.
II	Nc	II
se	Pp	IL
souvient	Vvc	SOUVENIR
de	S	DE
tantôt	Nc	TANTÔT
,	Fw	,
il	Pp	IL
met	Vvc	METTRE
sa	Ds	SON
perruque	Nc	PERRUQUE
de	S	DE
travers	Nc	TRAVERS
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
charmé	Ge	CHARMER
Monsieur	Nc	MONSIEUR
,	Fw	,
de	S	DE
l'	Da	LE
honneur	Nc	HONNEUR
que	Pr	QUE
vous	Pp	VOUS
me	Pp	JE
faites	Vvc	FAIRE
;	Fw	;
puisqu'on	Cs	puisqu'on
vient	Vvc	VENIR
de	S	DE
servir	Vvn	SERVIR
,	Fw	,
nous	Pp	NOUS
allons	Vvc	ALLER
nous	Pp	NOUS
mettre	Vvn	METTRE
à	S	À
table	Nc	TABLE
.	Fs	.
Ils	Pp	ILS
s'	Pp	SE
asseyent	Vvc	ASSEOIR
.	Fs	.
Et	Cc	ET
comme	Cs	COMME
le	Da	LE
Marmiton	Nc	MARMITON
est	Vuc	ÊTRE
pour	S	POUR
l'	Da	LE
ordinaire	Nc	ORDINAIRE
aux	S+Da	À+LES
ordres	Nc	ORDRE
de	S	DE
l'	Da	LE
Intendant	Nc	INTENDANT
,	Fw	,
Montrant	Ga	MONTRER
Moron	Nc	Moron
.	Fs	.
Monsieur	Nc	MONSIEUR
nous	Pp	NOUS
versera	Vvc	VERSER
à	S	À
boire	Vvn	BOIRE
.	Fs	.
Rien	Pi	RIEN
de	S	DE
plus	Rg	PLUS
juste	Ag	JUSTE
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
Mesdames	Vvc	Mesdames
les	Da	LE
Princesses	Nc	PRINCE|PRINCESSE
,	Fw	,
ne	Rp	NE
troublez	Vvc	TROUBLER
pas	Rg	PAS
le	Da	LE
service	Nc	SERVICE
.	Fs	.
Ces	Dd	CE
Messieurs	Nc	MONSIEUR
ne	Rp	NE
se	Pp	IL
gênent	Vvc	GÊNER
point	Rg	POINT
,	Fw	,
à	S	À
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
paraît	Vvc	PARAÎTRE
:	Fw	:
mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
nous	Pp	NOUS
soupions	Vvc	SOUPER
aussi	Rg	AUSSI
.	Fs	.
Hola	I	HOLA
hée	Ag	hée
,	Fw	,
Madame	Nc	MADAME
l'	Da	LE
Hôtesse	Nc	Hôtesse
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
!	Fs	!
Messieurs	Nc	MONSIEUR
,	Fw	,
qu'	Pr	QUE
est	Vuc	ÊTRE
-ce	Vvc	-ce
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
?	Fs	?
II	Nc	II
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
dans	S	DANS
l'	Da	LE
instant	Nc	INSTANT
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
vous	Pp	VOUS
nous	Pp	NOUS
fassiez	Vvc	FAIRE
dresser	Vvn	DRESSER
une	Dn	UN
table	Nc	TABLE
dans	S	DANS
une	Dn	UN
autre	Ag	AUTRE
salle	Nc	SALLE|SALÉ
.	Fs	.
Nous	Pp	NOUS
ne	Rp	NE
pouvons	Vvc	POUVOIR
pas	Rg	PAS
,	Fw	,
pour	S	POUR
beaucoup	Rg	BEAUCOUP
de	S	DE
raisons	Nc	RAISON
,	Fw	,
manger	Vvn	MANGER
avec	S	AVEC
ces	Dd	CE
Messieurs	Nc	MONSIEUR
.	Fs	.
Je	Pp	JE
fuis	Vvc	FUIR
bien	Rg	BIEN
fâchée	Ge	FÂCHER
,	Fw	,
Messieurs	Nc	MONSIEUR
,	Fw	,
de	S	DE
ne	Rp	NE
pouvoir	Vvn	POUVOIR
pas	Rg	PAS
vous	Pp	VOUS
satisfaire	Vvn	SATISFAIRE
;	Fw	;
mais	Cc	MAIS
il	Pp	IL
nous	Pp	NOUS
est	Vuc	ÊTRE
défendu	Ge	DÉFENDRE
d'	S	DE
avoir	Vun	AVOIR
deux	Nc	DEUX
tables	Vvc	TABLER
pour	S	POUR
les	Da	LE
personnes	Nc	PERSONNE
de	S	DE
la	Da	LE
diligence	Nc	DILIGENCE
,	Fw	,
et	Cc	ET
depuis	S	DEPUIS
vingt	Nc	VINGT
ans	Nc	AN
à	S	À
peu-près	Vvc	peu-près
que	Cs	QUE
nous	Pp	NOUS
les	Pp	ILS
recevons	Vvc	RECEVOIR
,	Fw	,
elles	Pp	ILS
ont	Vuc	AVOIR
toujours	Rg	TOUJOURS
mangé	Ge	MANGER
à	S	À
la	Da	LE
même	Pi	MÊME
.	Fs	.
Voilà	Vvc	Voilà
,	Fw	,
ma	Ds	MON
mie	Nc	MIE
,	Fw	,
une	Dn	UN
défense	Nc	DÉFENSE
bien	Rg	BIEN
singulière	Ag	SINGULIER
.	Fs	.
Savez	Vvc	SAVOIR
-vous	Nc	-vous
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
faire	Vvn	FAIRE
,	Fw	,
Madame	Nc	MADAME
la	Pp	IL
Baronne	Vvc	BARONNER
?	Fs	?
La	Da	LE
soirée	Nc	SOIRÉE
est	Vuc	ÊTRE
des	Dn	UN
plus	Rg	PLUS
belles	Ag	BEAU
:	Fw	:
allons	Vvc	ALLER
nous	Pp	NOUS
promener	Vvn	PROMENER
quelques	Di	QUELQUE
instants	Nc	INSTANT
,	Fw	,
nous	Pp	NOUS
ne	Rp	NE
tarderons	Vvc	TARDER
pas	Rg	PAS
à	S	À
revenir	Vvn	REVENIR
:	Fw	:
Monsieur	Nc	MONSIEUR
l'	Da	LE
intendant	Nc	INTENDANT
aura	Vuc	AVOIR
soupé	Ge	SOUPER
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
souperons	Vvc	SOUPER
après	S	APRÈS
lui	Pp	IL
.	Fs	.
Elles	Pp	ILS
sortent	Vvc	SORTIR
.	Fs	.
À	Vvc	À
part	Nc	PART
en	S	EN
regardant	Ga	REGARDER
le	Da	LE
Prince	Nc	PRINCE
.	Fs	.
Quel	Dt	QUEL
dommage	Nc	DOMMAGE
qu'	Pr	QUE
il	Pp	IL
ne	Rp	NE
soit	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
Intendant	Nc	INTENDANT
!	Fs	!
À	Vvc	À
part	Nc	PART
.	Fs	.
Je	Pp	JE
voudrais	Vvc	VOULOIR
bien	Rg	BIEN
ne	Rp	NE
pas	Rg	PAS
souper	Vvn	SOUPER
