Pourquoi	Rt	POURQUOI
autres	Ag	AUTRE
Pays	Nc	PAYS
Où	Vvc	Où
nous	Pp	NOUS
pourrions	Vvc	POUVOIR
dans	S	DANS
peu	Rg	PEU
couronner	Vvn	COURONNER
votre	Ds	VOTRE
fils	Nc	FIL|FILS
;	Fw	;
Mais	Vvc	Mais
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
à	S	À
ce	Dd	CE
fils	Nc	FIL|FILS
un	Dn	UN
tuteur	Nc	TUTEUR
qui	Pr	QUI
soutienne	Vvc	SOUTENIR
Toute	Vvc	Toute
votre	Ds	VOTRE
grandeur	Nc	GRANDEUR
unie	Ge	UNIR
avec	S	AVEC
la	Da	LE
sienne	Ps	SIEN
.	Fs	.
Voyez	Vvc	VOIR
,	Fw	,
examinez	Vvc	EXAMINER
,	Fw	,
s'	Cs	SI
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
parmi	S	PARMI
nous	Pp	NOUS
De	Ga	De
Prince	Vvc	Prince
,	Fw	,
ou	Cc	OU
de	S	DE
héros	Nc	HÉROS
qui	Pr	QUI
soit	Vuc	ÊTRE
digne	Ag	DIGNE
de	S	DE
vous	Pp	VOUS
.	Fs	.
Ne	Rp	NE
pouvez	Vvc	POUVOIR
-vous	Nc	-vous
choisir	Vvn	CHOISIR
?	Fs	?
Hé	Vvc	Hé
qui	Pr	QUI
pourrait	Vvc	POUVOIR
prétendre	Vvn	PRÉTENDRE
À	Nc	À
remplir	Vvn	REMPLIR
dans	S	DANS
mon	Ds	MON
coeur	Nc	CUR
la	Da	LE
place	Nc	PLACE|PLACÉ
d'	S	DE
Alexandre	Nc	Alexandre
?	Fs	?
Pourrais	Vvc	POUVOIR
-je	Vvc	-je
m'	Pp	JE
abaisser	Vvn	ABAISSER
à	S	À
souffrir	Vvn	SOUFFRIR
qu'	Cs	QUE
en	S	EN
ce	Dd	CE
lieu	Nc	LIEU
Un	Vvc	Un
mortel	Ag	MORTEL
usurpât	Vvc	USURPER
le	Da	LE
rang	Nc	RANG
d'	S	DE
un	Dn	UN
demi-dieu	Nc	DEMI-DIEU
?	Fs	?
Hé	Vvc	Hé
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
les	Da	LE
Dieux	Nc	DIEU|DIEUX
,	Fw	,
que	Cs	QUE
ce	Dd	CE
discours	Nc	DISCOURS
offense	Vvc	OFFENSER
,	Fw	,
Par	Nc	PAR
ces	Dd	CE
raisons	Nc	RAISON
peut-être	Rg	PEUT-ÊTRE
ont	Vuc	AVOIR
hâté	Ge	HÂTER
leur	Ds	LEUR
vengeance	Nc	VENGEANCE
,	Fw	,
Irrités	Vvc	Irrités
qu'	Cs	QUE
un	Dn	UN
Mortel	Ag	MORTEL
jusques	Nc	jusques
sur	S	SUR
leurs	Ds	LEUR
autels	Nc	AUTEL
S'	Ag	S'
osât	Vvc	OSER
placer	Vvn	PLACER
vivant	Ga	VIVRE
au	S+Da	À+LE
rang	Nc	RANG
des	S+Da	DE+LE|DE+LES
Immortels	Nc	IMMORTEL
;	Fw	;
Leur	Vvc	Leur
justice	Nc	JUSTICE
a	Vuc	AVOIR
fait	Ge	FAIRE
voir	Vvn	VOIR
que	Cs	QUE
ce	Dd	CE
grand	Ag	GRAND
Alexandre	Nc	Alexandre
,	Fw	,
Ce	Vvc	Ce
fils	Nc	FIL|FILS
de	S	DE
Jupiter	Nc	Jupiter
,	Fw	,
n'	Rp	NE
était	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
peu	Rg	PEU
de	S	DE
cendre	Nc	CENDRE
,	Fw	,
Pardonnez	Vvc	PARDONNER
un	Dn	UN
discours	Nc	DISCOURS
qui	Pr	QUI
semble	Vvc	SEMBLER
injurieux	Ag	INJURIEUX
;	Fw	;
Mais	Vvc	Mais
ici	Rg	ICI
Cassander	Ag	Cassander
prend	Vvc	PRENDRE
la	Da	LE
cause	Nc	CAUSE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
.	Fs	.
Ne	Rp	NE
l'	Pp	IL
avons-nous	Vvc	avons-nous
pas	Rg	PAS
vu	Ge	VOIR
par	S	PAR
ce	Dd	CE
nouveau	Ag	NOUVEAU
caprice	Nc	CAPRICE
Ayant	Ga	AVOIR
de	S	DE
son	Ds	SON
orgueil	Nc	ORGUEIL
la	Da	LE
Fortune	Nc	FORTUNE
complice	Ag	COMPLICE
,	Fw	,
Rougir	Nc	ROUGIR
de	S	DE
paraître	Vvn	PARAÎTRE
homme	Nc	HOMME
,	Fw	,
et	Cc	ET
pour	S	POUR
le	Pp	IL
démentir	Vvn	DÉMENTIR
,	Fw	,
Désavouer	Vvn	Désavouer
le	Da	LE
sang	Nc	SANG
dont	Pr	DONT
on	Pp	ON
l'	Pp	IL
a	Vuc	AVOIR
vu	Ge	VOIR
sortir	Vvn	SORTIR
?	Fs	?
Et	Cc	ET
sans	S	SANS
doute	Nc	DOUTE
qu'	Cs	QUE
un	Dn	UN
jour	Nc	JOUR
ce	Dd	CE
vainqueur	Nc	VAINQUEUR
téméraire	Ag	TÉMÉRAIRE
Aurait	Vvc	Aurait
désavoué	Ge	DÉSAVOUER
Jupiter	Vvn	Jupiter
pour	S	POUR
son	Ds	SON
père	Nc	PÈRE
,	Fw	,
Si	Vvc	Si
son	Ds	SON
ambition	Nc	AMBITION
avait	Vuc	AVOIR
pu	Ge	POUVOIR
le	Da	LE
flatter	Vvn	FLATTER
De	Vvc	De
trouver	Vvn	TROUVER
quelque	Di	QUELQUE
Dieu	Nc	DIEU
plus	Rg	PLUS
grand	Ag	GRAND
que	Cs	QUE
Jupiter	Nc	Jupiter
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
le	Pp	IL
craignez	Vvc	CRAINDRE
plus	Rg	PLUS
,	Fw	,
mais	Cc	MAIS
s'	Pp	SE
il	Pp	IL
vivait	Vvc	VIVRE
,	Fw	,
peut-être	Rg	PEUT-ÊTRE
Vous	Nc	Vous
ne	Rp	NE
parleriez	Vvc	PARLER
pas	Rg	PAS
si	Rg	SI
haut	Ag	HAUT
de	S	DE
votre	Ds	VOTRE
Maître	Nc	Maître
,	Fw	,
Cassander	Vvc	Cassander
,	Fw	,
et	Cc	ET
son	Ds	SON
nom	Nc	NOM
vous	Pp	VOUS
aurait	Vuc	AVOIR
fait	Ge	FAIRE
trembler	Vvn	TREMBLER
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
un	Pi	UN
de	S	DE
ses	Ds	SON
regards	Nc	REGARD
vous	Pp	VOUS
pouvait	Vvc	POUVOIR
accabler	Vvn	ACCABLER
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
remarqué	Ge	REMARQUER
toujours	Rg	TOUJOURS
qu'	Cs	QUE
envieux	Nc	ENVIEUX
de	S	DE
sa	Ds	SON
gloire	Nc	GLOIRE
Sans	Vvc	Sans
cesse	Nc	CESSE
vous	Pp	VOUS
tâchez	Vvc	TÂCHER
d'	S	DE
obscurcir	Vvn	OBSCURCIR
sa	Ds	SON
mémoire	Nc	MÉMOIRE
;	Fw	;
Je	Vvc	Je
n'	Rp	NE
examine	Vvc	EXAMINER
point	Rg	POINT
le	Da	LE
caprice	Nc	CAPRICE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Ils	Vvc	Ils
ont	Vuc	AVOIR
eu	Ge	AVOIR
leurs	Ds	LEUR
raisons	Nc	RAISON
pour	S	POUR
l'	Pp	IL
ôter	Vvn	ÔTER
à	S	À
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
.	Fs	.
Devrais	Vvc	DEVOIR
-je	Vvc	-je
m'	Pp	JE
attirer	Vvn	ATTIRER
l'	Da	LE
éclat	Nc	ÉCLAT
de	S	DE
leur	Ds	LEUR
colère	Nc	COLÈRE
,	Fw	,
Il	Vvc	Il
fit	Vvc	FAIRE
seul	Ag	SEUL
ce	Pd	CE
qu'	Pr	QUE
eux	Pp	EUX
tous	Di	TOUT
auraient	Vuc	AVOIR
eu	Ge	AVOIR
peine	Nc	PEINE
à	S	À
faire	Vvn	FAIRE
;	Fw	;
Et	Vvc	Et
sans	S	SANS
doute	Vvc	DOUTER
ces	Dd	CE
Dieux	Nc	DIEU|DIEUX
de	S	DE
sa	Ds	SON
gloire	Nc	GLOIRE
jaloux	Ag	JALOUX
N'	Vvc	N'
ont	Vuc	AVOIR
pu	Ge	POUVOIR
souffrir	Vvn	SOUFFRIR
qu'	Cs	QUE
il	Pp	IL
fut	Vuc	ÊTRE
adoré	Ge	ADORER
parmi	S	PARMI
nous	Pp	NOUS
.	Fs	.
J'	Pp	JE
en	Pp	EN
dis	Vvc	DIRE
trop	Rg	TROP
.	Fs	.
Mais	Cc	MAIS
enfin	Rg	ENFIN
pour	S	POUR
réparer	Vvn	RÉPARER
la	Da	LE
gloire	Nc	GLOIRE
D'	Nc	D'
un	Dn	UN
demi-dieu	Nc	DEMI-DIEU
,	Fw	,
je	Pp	JE
dois	Vvc	DEVOIR
élever	Vvn	ÉLEVER
sa	Ds	SON
mémoire	Nc	MÉMOIRE
;	Fw	;
Et	Vvc	Et
vous	Pp	VOUS
devez	Vvc	DEVOIR
songer	Vvn	SONGER
qu'	Cs	QUE
après	S	APRÈS
un	Dn	UN
tel	Ag	TEL
époux	Nc	ÉPOUX
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
m'	Pp	JE
abaisser	Vvn	ABAISSER
d'	S	DE
en	Pp	EN
choisir	Vvn	CHOISIR
parmi	S	PARMI
vous	Pp	VOUS
,	Fw	,
Qu'	Vvc	Qu'
ayant	Ga	AVOIR
monté	Ge	MONTER
si	Rg	SI
haut	Ag	HAUT
,	Fw	,
mon	Ds	MON
coeur	Nc	CUR
ne	Rp	NE
peut	Vvc	POUVOIR
descendre	Vvn	DESCENDRE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
à	S	À
Roxane	Vvc	Roxane
un	Dn	UN
second	Nc	SECOND
Alexandre	Nc	Alexandre
.	Fs	.
En	S	EN
est-il	V	est-il
un	Dn	UN
encore	Rg	ENCORE
?	Fs	?
...	Fs	...
Le	Vvc	Le
seul	Ag	SEUL
Léonatus	Nc	Léonatus
Sort	Vvc	SORTIR
du	S+Da	DE+LE
sang	Nc	SANG
d'	S	DE
Alexandre	Nc	Alexandre
,	Fw	,
il	Pp	IL
en	Pp	EN
a	Vuc	AVOIR
les	Da	LE
vertus	Nc	VERTU
;	Fw	;
Mais	Vvc	Mais
Statira	Vvc	Statira
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
à	S	À
vos	Ds	VOTRE
désirs	Nc	DÉSIR
fatale	Ag	FATAL
,	Fw	,
Peut-être	Vvc	Peut-être
dans	S	DANS
son	Ds	SON
coeur	Nc	CUR
vous	Pp	VOUS
donne	Vvc	DONNER
une	Dn	UN
rivale	Nc	RIVAL
;	Fw	;
Le	Vvc	Le
sang	Nc	SANG
de	S	DE
Darius	Nc	Darius
qui	Pr	QUI
vous	Pp	VOUS
donna	Vvc	DONNER
des	Dn	UN
lois	Nc	LOI
,	Fw	,
Sa	Vvc	Sa
beauté	Nc	BEAUTÉ
,	Fw	,
son	Ds	SON
mérite	Nc	MÉRITE
,	Fw	,
autorisent	Vvc	AUTORISER
ce	Dd	CE
choix	Nc	CHOIX
.	Fs	.
Vous	Pp	VOUS
pourriez	Vvc	POUVOIR
donc	Rg	DONC
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
en	S	EN
la	Pp	IL
trouvant	Ga	TROUVER
si	Rg	SI
belle	Ag	BEAU
,	Fw	,
Lui	Vvc	Lui
présenter	Vvn	PRÉSENTER
vos	Ds	VOTRE
voeux	Nc	VU
,	Fw	,
et	Cc	ET
soupirer	Vvn	SOUPIRER
pour	S	POUR
elle	Pp	IL
,	Fw	,
De	Vvc	De
sa	Ds	SON
gloire	Nc	GLOIRE
mon	Ds	MON
coeur	Nc	CUR
ne	Rp	NE
sera	Vuc	ÊTRE
point	Rg	POINT
jaloux	Ag	JALOUX
,	Fw	,
Et	Vvc	Et
même	Rg	MÊME
je	Pp	JE
consens	Vvc	CONSENTIR
à	S	À
lui	Pp	IL
parler	Vvn	PARLER
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
À	Vvc	À
lui	Pp	IL
parler	Vvn	PARLER
pour	S	POUR
moi	Pp	JE
!	Fs	!
Justes	Ag	JUSTE
Dieux	Nc	DIEU|DIEUX
!	Fs	!
Mais	Cc	MAIS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
Vous	Nc	Vous
ne	Rp	NE
savez	Vvc	SAVOIR
que	Rg	QUE
trop	Rg	TROP
le	Da	LE
secret	Nc	SECRET
de	S	DE
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
J'	Vvc	J'
attends	Vvc	ATTENDRE
Leonatus	Nc	Leonatus
;	Fw	;
peut-être	Rg	PEUT-ÊTRE
que	Cs	QUE
son	Ds	SON
coeur	Nc	CUR
Découvrant	Ga	Découvrant
ses	Ds	SON
desseins	Nc	DESSEIN
,	Fw	,
fera	Vvc	FAIRE|FERRER
voir	Vvn	VOIR
mon	Ds	MON
erreur	Nc	ERREUR
;	Fw	;
Mais	Vvc	Mais
si	Rg	SI
pour	S	POUR
Statira	Vvc	Statira
j'	Pp	JE
avais	Vuc	AVOIR
l'	Da	LE
âme	Nc	ÂME
inquiète	Ag	INQUIET
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
vous	Pp	VOUS
prierais	Vvc	PRIER
pas	Rg	PAS
d'	S	DE
être	Vun	ÊTRE
mon	Ds	MON
interprète	Nc	INTERPRÈTE
,	Fw	,
Et	Vvc	Et
peut-être	Rg	PEUT-ÊTRE
mes	Ds	MON
voeux	Nc	VU
seraient	Vuc	ÊTRE
-ils	Ge	-ils
mieux	Rg	MIEUX
reçus	Ge	RECEVOIR
,	Fw	,
Si	Vvc	Si
je	Pp	JE
faisais	Vvc	FAIRE
prés	Rg	PRÈS
d'	S	DE
elle	Pp	IL
agir	Vvn	AGIR
Léonatus	Nc	Léonatus
?	Fs	?
Ce	Dd	CE
trait	Nc	TRAIT
vous	Pp	VOUS
est	Vuc	ÊTRE
sensible	Ag	SENSIBLE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
frappe	Vvc	FRAPPER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
Je	Vvc	Je
connais	Vvc	CONNAÎTRE
dans	S	DANS
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
le	Da	LE
trouble	Nc	TROUBLE
de	S	DE
votre	Ds	VOTRE
âme	Nc	ÂME
,	Fw	,
Mais	Vvc	Mais
enfin	Rg	ENFIN
dans	S	DANS
les	Da	LE
miens	Ps	MIEN
voyez	Vvc	VOIR
à	S	À
votre	Ds	VOTRE
tour	Nc	TOUR
,	Fw	,
Avec	Vvc	Avec
mon	Ds	MON
désespoir	Nc	DÉSESPOIR
,	Fw	,
ma	Ds	MON
rage	Nc	RAGE
et	Cc	ET
mon	Ds	MON
amour	Nc	AMOUR
.	Fs	.
Cassander	Vvc	Cassander
,	Fw	,
vous	Pp	VOUS
poussez	Vvc	POUSSER
trop	Rg	TROP
loin	Rg	LOIN
votre	Ds	VOTRE
insolence	Nc	INSOLENCE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
à	S	À
vous	Pp	VOUS
devant	S	DEVANT
moi	Pp	JE
de	S	DE
garder	Vvn	GARDER
le	Da	LE
silence	Nc	SILENCE
,	Fw	,
Et	Vvc	Et
sans	S	SANS
approfondir	Vvn	APPROFONDIR
qui	Pr	QUI
j'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
ou	Cc	OU
qui	Pr	QUI
je	Pp	JE
hais	Vvc	HAÏR
,	Fw	,
Ayez	Vvc	Ayez
plus	Rg	PLUS
de	S	DE
respect	Nc	RESPECT
,	Fw	,
et	Cc	ET
n'	Rp	NE
en	Pp	EN
parlez	Vvc	PARLER
jamais	Rg	JAMAIS
,	Fw	,
Retirez	Vvc	RETIRER
-vous	Nc	-vous
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
?	Fs	?
Je	Pp	JE
vous	Pp	VOUS
quitte	Vvc	QUITTER
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
Vous	Nc	Vous
savez	Vvc	SAVOIR
mon	Ds	MON
secret	Nc	SECRET
,	Fw	,
je	Pp	JE
connais	Vvc	CONNAÎTRE
votre	Ds	VOTRE
flamme	Nc	FLAMME
,	Fw	,
Il	Vvc	Il
suffit	Vvc	SUFFIRE
.	Fs	.
Mais	Cc	MAIS
enfin	Rg	ENFIN
si	Cs	SI
mes	Ds	MON
voeux	Nc	VU
sont	Vuc	ÊTRE
déçus	Ge	DÉCEVOIR
,	Fw	,
Dans	Vvc	Dans
peu	Rg	PEU
je	Pp	JE
servirai	Vvc	SERVIR
ceux	Pd	CELUI
de	S	DE
Léonatus	Nc	Léonatus
.	Fs	.
L'	Da	LE
orgueilleux	Ag	ORGUEILLEUX
Cassander	Nc	Cassander
se	Pp	IL
déclare	Vvc	DÉCLARER
,	Fw	,
et	Cc	ET
me	Pp	JE
brave	Ag	BRAVE
,	Fw	,
Lui	Nc	Lui
,	Fw	,
qui	Pr	QUI
de	S	DE
mon	Ds	MON
époux	Nc	ÉPOUX
était	Vuc	ÊTRE
presque	Rg	PRESQUE
l'	Da	LE
esclave	Nc	ESCLAVE
,	Fw	,
Il	Vvc	Il
insulte	Nc	INSULTE|INSULTÉ
à	S	À
sa	Ds	SON
gloire	Nc	GLOIRE
,	Fw	,
et	Cc	ET
sans	S	SANS
respecter	Vvn	RESPECTER
rien	Pi	RIEN
,	Fw	,
M'	Vvc	M'
ose	Vvc	OSER
parle	Vvc	PARLER
en	S	EN
maître	Nc	MAÎTRE
,	Fw	,
et	Cc	ET
veut	Vvc	VOULOIR
être	Vun	ÊTRE
le	Da	LE
mien	Ps	MIEN
;	Fw	;
Il	Vvc	Il
vient	Vvc	VENIR
avec	S	AVEC
fierté	Nc	FIERTÉ
me	Pp	JE
découvrir	Vvn	DÉCOUVRIR
sa	Ds	SON
flamme	Nc	FLAMME
,	Fw	,
Il	Vvc	Il
veut	Vvc	VOULOIR
approfondir	Vvn	APPROFONDIR
le	Da	LE
secret	Nc	SECRET
de	S	DE
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
J'	Vvc	J'
en	Pp	EN
rougis	Vvc	ROUGIR
,	Fw	,
Hésione	Vvc	Hésione
,	Fw	,
et	Cc	ET
mes	Ds	MON
sens	Nc	SENS
trop	Rg	TROP
émus	Ge	ÉMOUVOIR
Au	Vvc	Au
nom	Nc	NOM
de	S	DE
ma	Ds	MON
rivale	Nc	RIVAL
et	Cc	ET
de	S	DE
Léonatus	Nc	Léonatus
,	Fw	,
Qui	Vvc	Qui
réveillant	Ga	RÉVEILLER
tous	Di	TOUT
deux	Nc	DEUX
ma	Ds	MON
haine	Nc	HAINE
et	Cc	ET
ma	Ds	MON
tendresse	Nc	TENDRESSE
,	Fw	,
Malgré	Vvc	Malgré
tout	Di	TOUT
mon	Ds	MON
orgueil	Nc	ORGUEIL
ont	Vuc	AVOIR
fait	Ge	FAIRE
voir	Vvn	VOIR
ma	Ds	MON
faiblesse	Nc	FAIBLESSE
;	Fw	;
Je	Vvc	Je
verrai	Vvc	VOIR
mes	Ds	MON
attraits	Nc	ATTRAIT
peut-être	Rg	PEUT-ÊTRE
humiliés	Ge	HUMILIER
,	Fw	,
Moi	Vvc	Moi
,	Fw	,
qui	Pr	QUI
vis	Vvc	VIVRE|VOIR
le	Da	LE
vainqueur	Nc	VAINQUEUR
de	S	DE
la	Da	LE
Terre	Nc	TERRE
à	S	À
mes	Ds	MON
pieds	Nc	PIED
,	Fw	,
Moi	Vvc	Moi
,	Fw	,
qui	Pr	QUI
devrais	Vvc	DEVOIR
au	S+Da	À+LE
nom	Nc	NOM
de	S	DE
la	Da	LE
veuve	Nc	VEUF|VEUVE
d'	S	DE
Alexandre	Nc	Alexandre
Aller	Vvc	Aller
m'	Pp	JE
ensevelir	Vvn	ENSEVELIR
dans	S	DANS
sa	Ds	SON
superbe	Ag	SUPERBE
cendre	Nc	CENDRE
,	Fw	,
J'	Vvc	J'
ose	Vvc	OSER
encore	Rg	ENCORE
lui	Pp	IL
survivre	Vvn	SURVIVRE
,	Fw	,
et	Cc	ET
mon	Ds	MON
perfide	Ag	PERFIDE
coeur	Nc	CUR
Soupire	Vvc	SOUPIRER
,	Fw	,
et	Cc	ET
malgré	S	MALGRÉ
moi	Pp	JE
lui	Pp	IL
donne	Vvc	DONNER
un	Dn	UN
successeur	Nc	SUCCESSEUR
.	Fs	.
Dans	S	DANS
ce	Dd	CE
trouble	Nc	TROUBLE
mortel	Ag	MORTEL
je	Pp	JE
me	Pp	JE
connais	Vvc	CONNAÎTRE
à	S	À
peine	Nc	PEINE
,	Fw	,
J'	Vvc	J'
aperçois	Vvc	APERCEVOIR
mon	Ds	MON
amour	Nc	AMOUR
à	S	À
travers	Nc	TRAVERS
de	S	DE
ma	Ds	MON
haine	Nc	HAINE
,	Fw	,
Et	Vvc	Et
je	Pp	JE
dis	Vvc	DIRE
en	S	EN
tremblant	Ga	TREMBLER
à	S	À
mes	Ds	MON
sens	Nc	SENS
éperdus	Ge	ÉPERDRE
,	Fw	,
Si	Vvc	Si
je	Pp	JE
hais	Vvc	HAÏR
Statira	Vvc	Statira
,	Fw	,
j'	Pp	JE
aime	Vvc	AIMER
Léonatus	Nc	Léonatus
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
après	S	APRÈS
tout	Pi	TOUT
oserai	Vvc	OSER
-je	Nc	-je
sans	S	SANS
crime	Nc	CRIME
Savoir	Vvc	Savoir
quelle	Dt	QUEL
raison	Nc	RAISON
contre	S	CONTRE
elle	Pp	IL
vous	Pp	VOUS
anime	Vvc	ANIMER
?	Fs	?
Seul	Ag	SEUL
reste	Nc	RESTE
des	S+Da	DE+LE|DE+LES
enfants	Nc	ENFANT
du	S+Da	DE+LE
sang	Nc	SANG
de	S	DE
Darius	Nc	Darius
,	Fw	,
Elle	Vvc	Elle
a	S	À
mille	Nc	MILLE
beautés	Nc	BEAUTÉ
,	Fw	,
elle	Pp	IL
a	Vuc	AVOIR
mille	Nc	MILLE
vertus	Nc	VERTU
;	Fw	;
Quand	Nc	Quand
Perdiccas	Vvc	Perdiccas
et	Cc	ET
vous	Pp	VOUS
la	Pp	IL
retenez	Vvc	RETENIR
captive	Ag	CAPTIF
,	Fw	,
À	Nc	À
peine	Nc	PEINE
malgré	S	MALGRÉ
lui	Pp	IL
vous	Pp	VOUS
souffrez	Vvc	SOUFFRIR
qu'	Cs	QUE
elle	Pp	IL
vive	Vvc	VIVRE
,	Fw	,
Que	Vvc	Que
vous	Pp	VOUS
a-t-elle	V	AVOIR
fait	Vvc	FAIRE
?	Fs	?
Dieux	Nc	DIEU|DIEUX
,	Fw	,
ce	Pd	CE
qu'	Pr	QUE
elle	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
fait	Ge	FAIRE
!	Fs	!
Hésione	Vvc	Hésione
,	Fw	,
elle	Pp	IL
est	Vuc	ÊTRE
belle	Ag	BEAU
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
là	Rg	LÀ
son	Ds	SON
forfait	Nc	FORFAIT
;	Fw	;
Elle	Vvc	Elle
su	Ge	SAVOIR
m'	Pp	JE
enlever	Vvn	ENLEVER
tous	Di	TOUT
les	Da	LE
voeux	Nc	VU
d'	S	DE
Alexandre	Nc	Alexandre
,	Fw	,
Elle	Vvc	Elle
a	S	À
droit	Nc	DROIT
sur	S	SUR
un	Dn	UN
trône	Nc	TRÔNE
où	Pr	OÙ
son	Ds	SON
fils	Nc	FIL|FILS
doit	Vvc	DEVOIR
prétendre	Vvn	PRÉTENDRE
;	Fw	;
Mille	Vvc	Mille
jeunes	Ag	JEUNE
appas	Nc	APPAS
qu'	Pr	QUE
elle	Pp	IL
traîne	Vvc	TRAÎNER
après	S	APRÈS
soi	Pp	IL
,	Fw	,
Et	Vvc	Et
toutes	Di	TOUT
ses	Ds	SON
vertus	Nc	VERTU
,	Fw	,
sont	Vuc	ÊTRE
des	Dn	UN
crimes	Nc	CRIME
pour	S	POUR
moi	Pp	JE
;	Fw	;
Elle	Vvc	Elle
est	Vuc	ÊTRE
ma	Ds	MON
concurrente	Ag	CONCURRENT
à	S	À
la	Da	LE
Perse	Nc	PERSE
,	Fw	,
à	S	À
l'	Da	LE
Empire	Nc	EMPIRE
,	Fw	,
Mais	Vvc	Mais
elle	Pp	IL
est	Vuc	ÊTRE
ma	Ds	MON
rivale	Nc	RIVAL
,	Fw	,
et	Cc	ET
mon	Ds	MON
coeur	Nc	CUR
en	Pp	EN
soupire	Vvc	SOUPIRER
;	Fw	;
Je	Vvc	Je
la	Pp	IL
trouve	Vvc	TROUVER
partout	Rg	PARTOUT
,	Fw	,
ses	Ds	SON
charmes	Nc	CHARME
odieux	Ag	ODIEUX
Ont	Vvc	Ont
toujours	Rg	TOUJOURS
balancé	Ge	BALANCER
le	Da	LE
pouvoir	Nc	POUVOIR
de	S	DE
mes	Ds	MON
yeux	Nc	OEIL|YEUX
.	Fs	.
Il	Pp	IL
me	Pp	JE
souvient	Vvc	SOUVENIR
du	S+Da	DE+LE
jour	Nc	JOUR
qu'	Pr	QUE
on	Pp	ON
trompa	Vvc	TROMPER
ma	Ds	MON
vengeance	Nc	VENGEANCE
,	Fw	,
Je	Vvc	Je
vis	Vvc	VIVRE|VOIR
Léonatus	Nc	Léonatus
courir	Vvn	COURIR
à	S	À
sa	Ds	SON
défense	Nc	DÉFENSE
,	Fw	,
Des	Vvc	Des
soins	Nc	SOIN
de	S	DE
Perdiccas	Nc	Perdiccas
il	Pp	IL
prenait	Vvc	PRENDRE
la	Da	LE
moitié	Nc	MOITIÉ
Par	Nc	PAR
d'	S	DE
autres	Ag	AUTRE
intérêts	Nc	INTÉRÊT
que	Cs	QUE
ceux	Pd	CELUI
de	S	DE
la	Da	LE
pitié	Nc	PITIÉ
;	Fw	;
Sans	Vvc	Sans
leur	Ds	LEUR
cruel	Ag	CRUEL
amour	Nc	AMOUR
,	Fw	,
sans	S	SANS
leur	Ds	LEUR
pitié	Nc	PITIÉ
fatale	Ag	FATAL
,	Fw	,
Roxane	Vvc	Roxane
en	S	EN
cet	Dd	CE
instant	Nc	INSTANT
n'	Rp	NE
avait	Vuc	AVOIR
plus	Rg	PLUS
de	S	DE
rivale	Nc	RIVAL
,	Fw	,
Et	Vvc	Et
terminant	Ga	TERMINER
son	Ds	SON
sort	Nc	SORT
pour	S	POUR
rassurer	Vvn	RASSURER
le	Da	LE
mien	Ps	MIEN
,	Fw	,
J'	Vvc	J'
allais	Vvc	ALLER
être	Vun	ÊTRE
en	S	EN
état	Nc	ÉTAT
de	S	DE
ne	Rp	NE
craindre	Vvn	CRAINDRE
plus	Rg	PLUS
rien	Pi	RIEN
.	Fs	.
Mais	Cc	MAIS
Barsine	Vvc	Barsine
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
est	Vuc	ÊTRE
plus	Rg	PLUS
à	S	À
craindre	Vvn	CRAINDRE
qu'	Cs	QUE
elle	Pp	IL
;	Fw	;
Et	Vvc	Et
bien	Rg	BIEN
que	Cs	QUE
Statira	Vvc	Statira
soit	Vuc	ÊTRE
plus	Rg	PLUS
jeune	Ag	JEUNE
et	Cc	ET
plus	Rg	PLUS
belle	Ag	BEAU
,	Fw	,
